,id_guest,id_host,id_listing,ts_contact_at,ts_reply_at,ts_accepted_at,ts_booking_at,ds_checkin,ds_checkout,n_guests,n_messages
90,be8a5e0c-e3fb-4517-a799-e1ed8a05b6e6,40dcd83f-2732-4414-8f38-e0ca131e9677,db25a5a7-0675-4045-9433-fe23409a5a5d,2014-10-12 13:49:40,2014-10-13 06:08:57,,,2014-10-16 00:00:00,2014-10-20 00:00:00,2,2
91,72f07b78-99e1-46ac-8452-19dd2053eca3,4b506f77-378a-4634-b26a-b94bf72dd95f,66329697-0f5e-4aa5-8f4a-1c09090db3d4,2014-10-14 18:55:36,2014-10-14 19:23:25,2014-10-15 22:10:35,,2014-10-30 00:00:00,2014-11-02 00:00:00,3,5
92,b11cd744-101d-409b-9a55-7e151f2e79d5,c6874ea0-3dc7-418c-b1c2-2716e60db5bb,c782ee0f-58bf-4454-a87e-b391fab04ea2,2014-10-02 15:44:11,,,,2014-10-03 00:00:00,2014-10-05 00:00:00,1,1
93,18d343e3-0ef0-4bb7-8cd9-b83d3fbbb82f,883613d4-e3a3-4aaf-973c-070a85605aaa,6a7a6ef5-b169-4f6c-8952-e0e309d90199,2014-11-03 09:13:16,2014-11-03 09:21:04,2014-11-03 09:21:04,,2014-11-08 00:00:00,2014-11-10 00:00:00,2,2
94,f4602827-8672-4545-8887-43702f8c7ecc,19fc6fce-5b98-459c-ada0-513e5aee963e,16cee446-da3d-45c5-8422-5b0f24007c82,2014-10-02 21:26:50,2014-10-02 21:26:50,2014-10-02 21:26:50,2014-10-02 21:26:50,2014-10-08 00:00:00,2014-10-12 00:00:00,2,7
95,6a8cf97f-8a77-4b55-b79a-b560bca414a4,bf16e655-3249-401b-837b-91d78cd82cdb,bc026dd6-76f6-4d9b-8e58-5b86e68f07c5,2014-09-11 18:51:30,2014-09-11 20:47:38,,,2014-11-07 00:00:00,2014-11-10 00:00:00,2,10
96,882f3764-05cc-436a-b23b-93fea22ea847,6bbb88ca-db66-48c5-9c4b-862f7706284a,2b983216-a194-454c-a4a9-e5db51622e88,2014-10-14 09:25:14,,,,2014-10-19 00:00:00,2014-10-21 00:00:00,2,1
97,0187b377-ad1c-4da4-8a17-568b2c9098f4,ee55912a-88a0-414d-aed7-7f15ce527232,71bca3ca-cbbf-4496-b35b-15dcc39552da,2014-10-02 22:55:35,2014-10-03 06:33:24,,,2015-03-18 00:00:00,2015-03-20 00:00:00,1,2
98,25cfc206-89aa-4e63-b2f4-3cbb8631d9fb,a6ae621a-72e7-4d11-94b2-4968260cbe6c,43b66fc6-c43b-4dd7-992b-7695e2aad765,2014-10-05 23:42:00,2014-10-06 09:17:30,,,2014-10-10 00:00:00,2014-10-12 00:00:00,2,8
99,37a63847-b09a-4f32-81a5-97cfb8e84c6d,8a429bd7-b9a7-4d5a-a007-5d99aff3dcec,51a240bc-93eb-46e5-b90a-09ad59edcfc6,2014-10-02 14:39:32,2014-10-05 13:34:26,,,2015-03-11 00:00:00,2015-03-19 00:00:00,2,2
